ID,HousePrice,yhat,delta
7954,278652.0,342726.1166763195,-64074.11667631951
8966,275214.0,341919.7182693769,-66705.7182693769
7103,148164.0,142277.1871805036,5886.812819496408
5965,146498.0,174686.5412178793,-28188.541217879305
7594,389110.0,390798.61685946566,-1688.6168594656629
4630,316268.0,240680.68552926884,75587.31447073116
6647,376661.0,416270.1212285463,-39609.12122854631
8950,581957.0,575583.3482887531,6373.65171124693
1972,440137.0,480353.1111714784,-40216.111171478406
4544,659242.0,634733.9378326955,24508.06216730445
4649,495329.0,445071.6448147442,50257.355185255816
7831,244309.0,282765.88894711575,-38456.888947115745
1300,328926.0,311894.3856294998,17031.614370500203
4669,223949.0,209115.95958376653,14833.040416233474
1109,315621.0,345384.8614520998,-29763.86145209981
3159,533715.0,450986.87826599757,82728.12173400243
4879,410501.0,344073.86774312105,66427.13225687895
6116,200271.0,241720.72244490447,-41449.72244490447
4057,199761.0,303239.0352641195,-103478.0352641195
1119,316771.0,257135.9315191826,59635.0684808174
5062,566477.0,541809.5901569467,24667.40984305332
7173,702603.0,660863.6982570051,41739.301742994925
1663,392937.0,415547.39181112516,-22610.391811125155
7128,292612.0,364900.01998938184,-72288.01998938184
7797,306118.0,337577.94801216136,-31459.94801216136
5290,178950.0,131419.79021967464,47530.20978032536
2046,356896.0,389561.89067395276,-32665.89067395276
7851,340545.0,354085.3504389728,-13540.350438972819
6291,165087.0,183763.30098044267,-18676.30098044267
2677,295578.0,507988.48462702124,-212410.48462702124
7444,271625.0,262927.72603607114,8697.273963928863
7274,338312.0,374501.4551487013,-36189.45514870132
5525,641302.0,655510.0499979635,-14208.049997963477
2992,235445.0,245386.71465375167,-9941.714653751667
8999,635998.0,594847.9721343705,41150.02786562953
1564,430694.0,491375.1320392114,-60681.1320392114
6816,387211.0,425480.245888097,-38269.24588809698
8287,354995.0,354485.5617400677,509.43825993232895
8473,498522.0,427131.41480593686,71390.58519406314
7497,242685.0,187629.8629505387,55055.13704946131
7491,320397.0,273953.41915363306,46443.58084636694
3196,499879.0,384176.62832725095,115702.37167274905
5608,406113.0,395846.9132602401,10266.086739759892
8263,174763.0,170539.62702887383,4223.372971126169
3203,254224.0,191353.2504151805,62870.74958481951
3032,260426.0,279861.1392532899,-19435.139253289904
1827,424742.0,555777.2116245715,-131035.21162457147
4536,393828.0,385013.82758290245,8814.17241709755
4643,221455.0,320057.79412832076,-98602.79412832076
7601,289523.0,258469.8273281928,31053.172671807202
8011,435406.0,419191.39095950476,16214.609040495241
2,277232.0,281371.9829453349,-4139.982945334923
8101,141618.0,157187.86851101465,-15569.868511014647
7446,396053.0,451274.2090475098,-55221.20904750982
9168,365412.0,321246.0900065028,44165.90999349719
8816,479899.0,426720.0590297378,53178.94097026222
8422,384977.0,517151.8735232947,-132174.8735232947
4729,120479.0,115833.37178838883,4645.628211611169
2879,214066.0,229887.78670969172,-15821.786709691718
2308,592384.0,583947.2561287578,8436.743871242157
9014,310368.0,274593.94753571204,35774.05246428796
4414,292450.0,281426.74710603966,11023.252893960336
3284,343528.0,382941.72170118184,-39413.72170118184
6669,243620.0,263950.16983420437,-20330.169834204367
1065,201888.0,155990.12343915136,45897.87656084864
4926,554031.0,622066.1167651735,-68035.1167651735
9030,290852.0,271365.1693230928,19486.830676907208
7561,169913.0,177463.4346175721,-7550.434617572086
2366,426717.0,435605.1320214205,-8888.132021420519
7801,243457.0,265141.89671870606,-21684.896718706063
4645,313689.0,299688.07322827855,14000.926771721453
581,390907.0,408942.9610613446,-18035.9610613446
2942,566948.0,515550.7492829083,51397.25071709172
4806,199850.0,196702.67001163462,3147.3299883653817
1524,603101.0,499467.942327456,103633.05767254398
511,216835.0,202734.78562230425,14100.214377695753
690,346538.0,305160.16827446804,41377.831725531956
6029,291632.0,292350.77426741767,-718.7742674176698
6239,348156.0,325349.2555470117,22806.74445298832
3759,554177.0,514494.8726623092,39682.12733769079
7527,675269.0,599468.0318633278,75800.96813667216
6724,115366.0,106370.94320177495,8995.05679822505
4676,184882.0,204690.28062224502,-19808.280622245016
7830,730476.0,592814.6270491171,137661.37295088288
4372,82173.0,185383.93990851674,-103210.93990851674
2856,416310.0,357691.1054834061,58618.89451659389
3968,83898.0,110652.45953913883,-26754.45953913883
6512,198793.0,236133.69280954576,-37340.692809545755
7925,359882.0,341676.43198435847,18205.568015641533
193,709843.0,590823.6183599291,119019.38164007093
8031,191020.0,218486.79063561154,-27466.79063561154
8619,382224.0,312362.9409657699,69861.05903423007
7982,291794.0,349000.26511288446,-57206.26511288446
9037,381345.0,435177.1731868617,-53832.17318686168
82,144263.0,133787.8504013649,10475.149598635093
5224,220182.0,190594.90143684216,29587.098563157837
6541,229875.0,255542.36145962906,-25667.361459629057
4355,622852.0,608585.7554967067,14266.244503293303
7764,157118.0,103404.72723808767,53713.27276191233
1271,75638.0,95934.30997813155,-20296.309978131554
9194,220033.0,269717.2579495349,-49684.25794953492
9153,246076.0,245237.94412568584,838.0558743141592
6,324167.0,380684.7185723179,-56517.718572317914
3839,184858.0,165179.99633363946,19678.003666360542
1669,118410.0,93583.11344177,24826.886558230006
9296,165100.0,123532.08674410355,41567.91325589645
8459,854125.0,599766.0441423106,254358.95585768938
692,417576.0,384276.27970306115,33299.720296938845
3263,510484.0,373834.0339596496,136649.96604035038
579,367187.0,440386.27081165224,-73199.27081165224
1599,249900.0,271429.0219895964,-21529.021989596426
4276,184823.0,201455.0937771207,-16632.093777120695
8487,350133.0,367563.73097771395,-17430.730977713945
5073,415997.0,436458.27592820814,-20461.27592820814
3397,361774.0,362473.68530643854,-699.6853064385359
7331,326106.0,315649.241695194,10456.758304806019
362,310530.0,476207.9687099917,-165677.96870999172
1720,425828.0,463082.7155015391,-37254.71550153912
1523,441530.0,358851.8442593198,82678.15574068017
6136,307363.0,302477.130407004,4885.869592996023
1401,180373.0,189949.0379121844,-9576.037912184402
1489,253935.0,249710.94606534063,4224.053934659372
1032,366016.0,378488.62863516517,-12472.628635165165
6139,587722.0,477935.96792437864,109786.03207562136
7604,283546.0,303530.1578071099,-19984.157807109877
3694,227639.0,199367.45519889833,28271.54480110167
1621,166588.0,230802.41459165502,-64214.41459165502
1600,352844.0,311112.21630071755,41731.783699282445
3673,186486.0,228036.2534147013,-41550.25341470129
5300,530722.0,490937.699131169,39784.30086883099
7256,528076.0,513457.56886332075,14618.431136679254
9133,53714.0,124710.4559880536,-70996.4559880536
226,331160.0,330420.9368036196,739.0631963803899
7941,235734.0,237651.64380101103,-1917.6438010110287
5045,406033.0,356937.691933746,49095.308066254016
5445,276949.0,266961.18413509004,9987.815864909964
2098,241736.0,249775.68642393834,-8039.686423938343
7886,175213.0,193861.5192964006,-18648.5192964006
5087,445506.0,530272.9309994337,-84766.93099943374
7584,356585.0,357593.95537149766,-1008.9553714976646
5948,185960.0,278776.38097770413,-92816.38097770413
3609,420575.0,401693.90616913367,18881.09383086633
3842,497126.0,488010.82969261374,9115.170307386259
7317,358459.0,343927.1087337458,14531.891266254184
8602,370779.0,339061.3809726975,31717.619027302484
754,240901.0,237586.581505136,3314.4184948639886
1664,302303.0,316155.3283497587,-13852.328349758696
669,265448.0,253042.88622397653,12405.11377602347
7136,400493.0,445599.65716411336,-45106.65716411336
8194,406954.0,417235.02913456317,-10281.02913456317
987,300199.0,347918.38605711784,-47719.38605711784
8779,260062.0,305426.39993603126,-45364.39993603126
1487,337848.0,277120.59452768124,60727.40547231876
1342,505372.0,500733.2339672833,4638.766032716725
6100,580351.0,582814.5665853684,-2463.5665853683604
3246,257541.0,278939.32207429386,-21398.322074293857
1757,796568.0,673671.4010758228,122896.59892417723
1356,243496.0,278284.87650790607,-34788.87650790607
8809,375298.0,281486.9528423409,93811.04715765908
7588,113878.0,120265.05681033708,-6387.056810337075
4027,316804.0,354303.32952581043,-37499.32952581043
2268,280805.0,440253.6488187545,-159448.64881875447
3637,486774.0,394730.0579108931,92043.94208910689
5470,250196.0,288311.64275674813,-38115.64275674813
1797,392862.0,382940.14559165534,9921.854408344661
4856,518244.0,536606.9259759929,-18362.925975992926
6362,539034.0,489893.8552321274,49140.14476787258
7191,404804.0,405998.9346189258,-1194.9346189257922
1179,186489.0,207516.6055287328,-21027.60552873279
941,156491.0,219836.58572183357,-63345.58572183357
5148,216366.0,227220.3416785617,-10854.341678561701
6175,329702.0,348927.4732910888,-19225.473291088827
5641,178184.0,181679.83711772907,-3495.8371177290683
8605,406981.0,340233.0541503041,66747.94584969588
7907,65825.0,101103.73932506893,-35278.739325068935
3939,178447.0,160680.33940683675,17766.66059316325
5713,530777.0,504477.5897449914,26299.41025500861
6514,262408.0,250995.6186052452,11412.381394754804
8261,417515.0,502243.6782741938,-84728.67827419378
5577,588046.0,544867.2426488847,43178.757351115346
5562,422688.0,354721.64236717747,67966.35763282253
396,245521.0,184799.23472040138,60721.76527959862
8005,210860.0,222016.75084366841,-11156.750843668415
6779,518549.0,503676.6588117542,14872.341188245802
9154,79257.0,91292.18143906348,-12035.181439063483
5288,195783.0,227354.1035076356,-31571.10350763559
5465,550569.0,534416.3613727186,16152.638627281412
8281,182330.0,173093.59864307797,9236.401356922026
6263,328061.0,364623.53192054434,-36562.53192054434
4093,371540.0,440337.78141745296,-68797.78141745296
7672,289937.0,334514.07464633184,-44577.074646331836
8131,253290.0,242054.4948847847,11235.505115215288
5741,152902.0,121933.71343981505,30968.286560184948
3915,396319.0,391451.5627790532,4867.437220946827
8914,353146.0,368868.72947428515,-15722.729474285152
8725,392785.0,416965.6433912538,-24180.643391253776
7998,254412.0,230999.37755568716,23412.622444312845
5367,334118.0,247381.32685999648,86736.67314000352
3338,205986.0,197534.48785847324,8451.512141526764
4504,350007.0,324476.0821042671,25530.917895732913
6640,362333.0,348996.4383353064,13336.561664693581
7521,223276.0,230593.4180861047,-7317.418086104706
3708,348760.0,357606.9794166393,-8846.979416639311
6931,100301.0,115611.33647687185,-15310.336476871846
1514,554205.0,471403.20225641795,82801.79774358205
8324,392126.0,439835.15100855014,-47709.151008550136
7791,276073.0,324021.75948173046,-47948.75948173046
3954,534431.0,530300.799056369,4130.200943631004
716,274055.0,284001.6117944922,-9946.611794492172
7305,213580.0,246567.88845023973,-32987.88845023973
8419,284317.0,302643.069551581,-18326.069551580993
341,314483.0,311210.03574176313,3272.964258236869
1527,287881.0,269242.8522170467,18638.14778295328
8730,344276.0,365914.09652007424,-21638.096520074236
8255,196051.0,203841.63669364038,-7790.636693640379
3783,151477.0,167827.34036655465,-16350.34036655465
1151,416685.0,476855.8297934725,-60170.82979347248
8198,131559.0,163433.96824567157,-31874.968245671567
4722,519999.0,504420.6188241753,15578.381175824674
643,202552.0,271524.43075276306,-68972.43075276306
7565,108289.0,100692.98052450355,7596.019475496447
8132,197771.0,249509.8053700434,-51738.80537004341
855,329077.0,324076.3085355144,5000.691464485601
729,167895.0,164543.32692270158,3351.6730772984156
2969,737500.0,786360.6227739399,-48860.62277393986
2632,521113.0,536671.3030575184,-15558.303057518438
1802,342322.0,314735.23176378565,27586.768236214353
7033,195465.0,183865.18636244675,11599.813637553249
9351,420246.0,319255.8364554225,100990.16354457749
6997,597479.0,510392.9300027953,87086.0699972047
1460,399315.0,332306.3614335095,67008.6385664905
5782,435183.0,411517.38396725693,23665.61603274307
4253,328942.0,353433.2641615772,-24491.264161577215
4768,284079.0,479985.454193553,-195906.454193553
3660,333731.0,375422.64737497806,-41691.647374978056
8429,414619.0,426064.92596682394,-11445.92596682394
2907,449066.0,621230.1532267036,-172164.15322670364
135,579961.0,569193.1385428722,10767.861457127845
2451,360023.0,332683.50809815555,27339.49190184445
212,285541.0,283080.9843940561,2460.0156059439178
7724,217449.0,250294.6281656677,-32845.6281656677
4110,260346.0,278536.703203507,-18190.703203507
5377,501319.0,428032.50886476046,73286.49113523954
2502,277450.0,289666.00793835183,-12216.007938351831
4239,637080.0,610371.9146292835,26708.085370716522
5078,327839.0,275887.0830629872,51951.91693701281
387,228911.0,194361.09661904396,34549.903380956035
498,328353.0,330452.1909336164,-2099.1909336164244
6452,374930.0,360105.8826129769,14824.117387023114
3300,170474.0,188268.3637757003,-17794.3637757003
8594,108544.0,109203.29983882656,-659.2998388265551
554,538548.0,433325.2059369795,105222.7940630205
5913,325469.0,355600.16952194396,-30131.169521943957
6170,100164.0,118704.32594798833,-18540.325947988327
6208,320416.0,349908.69701615267,-29492.69701615267
5171,238980.0,215442.022803035,23537.97719696499
5750,555869.0,455208.2077995862,100660.79220041382
6195,328002.0,326730.8469410523,1271.1530589477043
4231,131042.0,129053.63898852267,1988.3610114773328
7860,217275.0,222833.83934351444,-5558.839343514439
8710,269621.0,321769.386877959,-52148.38687795901
2102,298848.0,287078.8609674893,11769.139032510691
8322,649672.0,537811.9127644704,111860.08723552956
6968,323426.0,355265.48821020435,-31839.48821020435
5898,226260.0,195072.83168159646,31187.168318403536
2659,397840.0,358579.07517423964,39260.92482576036
2055,113768.0,262992.33878749085,-149224.33878749085
5930,309801.0,312280.34457890637,-2479.34457890637
7107,160851.0,155764.3443115334,5086.6556884665915
7843,350658.0,351196.46835271025,-538.4683527102461
1351,256856.0,278718.4968866463,-21862.496886646317
1889,392019.0,438120.97629751853,-46101.97629751853
7581,167684.0,235812.95575827447,-68128.95575827447
4939,161089.0,192465.7489660384,-31376.7489660384
623,391210.0,392153.7030816234,-943.7030816234183
8789,285418.0,238371.39730072464,47046.60269927536
8349,214564.0,209507.35395190993,5056.646048090071
7647,531916.0,550198.3018418028,-18282.30184180278
1277,166416.0,147067.7491090614,19348.250890938594
7544,246801.0,286396.0020084255,-39595.00200842548
4909,303159.0,297626.8635830733,5532.136416926689
679,431434.0,393391.58753890643,38042.41246109357
3736,91215.0,195810.95919098856,-104595.95919098856
3476,366329.0,305397.1169924491,60931.8830075509
518,371193.0,332406.24850143684,38786.75149856316
5806,538931.0,480782.466511671,58148.533488328976
7168,187953.0,211580.11249882902,-23627.112498829025
6471,156334.0,146509.03549109274,9824.964508907258
3896,352739.0,354648.6568428082,-1909.656842808181
1,547714.0,571657.6764409569,-23943.676440956886
5880,291789.0,288009.6401611538,3779.359838846198
1165,143500.0,223915.97319697775,-80415.97319697775
3688,574621.0,573672.0228691153,948.9771308846539
803,363724.0,337818.3349980405,25905.66500195948
4284,152403.0,183234.65382275058,-30831.65382275058
3130,173003.0,236653.96754241452,-63650.967542414524
8298,224509.0,234363.23585754295,-9854.235857542953
583,224102.0,259557.56158972054,-35455.56158972054
71,491488.0,464366.6232128654,27121.37678713462
1697,329422.0,347400.0244405165,-17978.024440516485
8801,226648.0,253052.03723734143,-26404.03723734143
278,354612.0,291081.1090171123,63530.89098288771
7655,522689.0,524167.85948352556,-1478.8594835255644
346,199113.0,204650.97234616443,-5537.972346164432
5116,295637.0,328341.5184021855,-32704.518402185524
5457,156774.0,170679.14292296598,-13905.142922965984
1111,286891.0,379028.76927592506,-92137.76927592506
5622,154093.0,183056.89448413844,-28963.894484138436
104,138956.0,117354.39531393145,21601.604686068546
7698,301127.0,400853.2726938877,-99726.2726938877
6210,275910.0,266547.9109550595,9362.089044940483
1303,477286.0,418969.4320437379,58316.56795626209
5697,543176.0,491700.01332766144,51475.986672338564
1366,483578.0,422478.78462165664,61099.21537834336
5696,616686.0,614295.1808635173,2390.8191364826635
407,239788.0,241299.16426967684,-1511.1642696768395
6373,78345.0,104167.04045388808,-25822.040453888083
3676,341641.0,324580.03841886605,17060.961581133946
7765,468097.0,424957.44110493,43139.55889506999
8856,309249.0,313944.20365922875,-4695.203659228748
2857,418356.0,414053.32059975,4302.679400250025
3282,386107.0,577882.4283717657,-191775.42837176565
8441,390562.0,354651.6069140379,35910.3930859621
7007,334479.0,305266.8778520228,29212.122147977178
5298,172858.0,186448.4289942212,-13590.428994221205
7072,272000.0,355885.41172528523,-83885.41172528523
3096,391488.0,374123.64623907604,17364.353760923957
5598,161913.0,142401.02630289533,19511.973697104666
1788,495784.0,401449.4932580997,94334.50674190029
2485,232722.0,287470.3613999301,-54748.36139993009
4590,534975.0,437988.68411062873,96986.31588937127
949,446985.0,360313.21756269806,86671.78243730194
2134,255222.0,252247.5877387677,2974.412261232297
8706,148730.0,206445.49789413303,-57715.497894133034
7745,779760.0,570913.5522866867,208846.44771331328
3970,203095.0,175439.69869317993,27655.301306820067
7645,408431.0,414526.32976524194,-6095.329765241942
5591,195756.0,212427.7580298131,-16671.758029813092
781,410016.0,433586.07317056105,-23570.073170561052
7714,149275.0,91774.91150899496,57500.08849100504
4805,257224.0,303225.8273653024,-46001.82736530242
8762,498272.0,479164.8309415283,19107.169058471685
1132,416767.0,413981.4327526239,2785.5672473760787
3252,563583.0,417849.54085873865,145733.45914126135
5588,343488.0,319956.3080419071,23531.69195809291
6294,328156.0,259031.1425388211,69124.85746117891
3493,202968.0,251172.5446041876,-48204.5446041876
1390,263068.0,325968.7205169292,-62900.72051692923
6792,333478.0,348223.55347871315,-14745.553478713147
5862,321620.0,407066.25824804476,-85446.25824804476
5217,162289.0,192078.70293464058,-29789.702934640576
3437,327665.0,262169.44360916707,65495.556390832935
3838,799710.0,751932.8011656067,47777.19883439329
1444,215828.0,232323.34751030957,-16495.34751030957
786,191656.0,268630.87699257873,-76974.87699257873
475,349485.0,316756.6347223196,32728.365277680394
8603,431655.0,388280.1929308871,43374.807069112896
1241,139589.0,162350.21451285126,-22761.214512851264
586,115022.0,94546.01124987069,20475.988750129312
4143,341666.0,346336.4448984595,-4670.444898459478
2834,165522.0,154640.22472350093,10881.775276499073
1281,232219.0,228890.9763814537,3328.0236185463145
5335,297803.0,323107.87022466445,-25304.870224664453
1772,386630.0,388781.19525352673,-2151.1952535267337
6518,147702.0,159172.6060990519,-11470.606099051889
910,513958.0,500969.58878987824,12988.411210121762
5201,228720.0,215029.40482642342,13690.595173576585
4245,119418.0,109642.44118248984,9775.558817510158
3024,342334.0,301589.77150244144,40744.228497558564
609,245381.0,214458.10852352844,30922.89147647156
4430,129765.0,134809.3179320743,-5044.3179320743075
4034,121520.0,113622.78031298883,7897.219687011166
5561,177190.0,203194.09625973643,-26004.096259736427
9011,454980.0,395138.62992952735,59841.37007047265
3618,368759.0,298431.10372026125,70327.89627973875
2017,285875.0,245145.94780680098,40729.05219319902
6894,503036.0,428624.22042833717,74411.77957166283
2202,362437.0,270173.7847042639,92263.2152957361
55,130584.0,152095.2711645232,-21511.271164523205
541,352973.0,381269.84426869306,-28296.844268693065
6882,343624.0,387365.10084098874,-43741.10084098874
6714,296728.0,273029.1198397957,23698.88016020431
5109,431390.0,380681.78102146246,50708.21897853754
688,528334.0,464174.4813122368,64159.51868776319
260,157326.0,173338.70989356324,-16012.709893563238
1493,329066.0,372127.3923651095,-43061.392365109525
1515,274626.0,360283.55076054827,-85657.55076054827
7887,130469.0,167354.56330850898,-36885.56330850898
845,397756.0,330845.43479737156,66910.56520262844
6172,318406.0,388580.5484673581,-70174.54846735811
2654,546376.0,530540.9534298668,15835.046570133185
7554,249022.0,288970.1311921009,-39948.131192100875
6335,236314.0,236156.52967405756,157.4703259424423
8727,126778.0,105441.35706046957,21336.64293953043
2888,352071.0,414732.93487032276,-62661.93487032276
8733,116008.0,136345.0083020944,-20337.008302094386
4117,251415.0,210602.13943790965,40812.860562090355
1293,294570.0,338881.2225369461,-44311.22253694612
1860,607844.0,589204.9690987391,18639.030901260907
3192,287659.0,262083.78205143858,25575.217948561418
383,294633.0,349008.7181324056,-54375.7181324056
696,147455.0,146368.60688178628,1086.3931182137167
1552,365707.0,400039.67357445834,-34332.67357445834
3301,155565.0,193156.970088679,-37591.970088678994
2189,385454.0,385420.4541930255,33.54580697452184
3674,92307.0,100023.04306035956,-7716.04306035956
3895,175215.0,155501.3213215125,19713.678678487486
5497,409516.0,322191.26070429164,87324.73929570836
5093,104945.0,153283.85381153796,-48338.85381153796
9104,617566.0,611233.7667197203,6332.233280279674
6633,526574.0,570080.5932863604,-43506.59328636038
8564,293019.0,335501.68067643937,-42482.68067643937
6775,628490.0,445547.2076968192,182942.7923031808
5051,450801.0,383437.1808048793,67363.81919512071
2713,288095.0,252917.18866618324,35177.81133381676
4367,526483.0,471282.90888931596,55200.091110684036
4852,150609.0,177461.35783355613,-26852.357833556132
5653,209016.0,229743.33119672874,-20727.331196728745
4558,326331.0,371954.72277283657,-45623.72277283657
2354,718794.0,704250.7367429491,14543.263257050887
464,183660.0,243951.61960694706,-60291.61960694706
2660,457977.0,514539.7768565567,-56562.77685655671
8331,261685.0,302448.7367084778,-40763.73670847778
7097,165351.0,253157.3752074414,-87806.3752074414
9126,249524.0,236416.98281148722,13107.017188512778
8119,213760.0,237672.40616188082,-23912.40616188082
463,623503.0,590398.5203848031,33104.479615196935
7223,314596.0,363710.86388267716,-49114.863882677164
8541,198036.0,170718.40856257224,27317.591437427764
8080,132362.0,158157.55012474692,-25795.550124746922
1213,125257.0,152507.472306947,-27250.47230694699
1328,145027.0,173607.05458798775,-28580.054587987746
7622,293971.0,294446.7716564026,-475.77165640261956
7487,196440.0,178414.28375574108,18025.716244258918
4530,188048.0,220176.43580635558,-32128.435806355585
738,213142.0,249296.59186608266,-36154.59186608266
2507,240943.0,189445.5980752597,51497.40192474029
316,279529.0,261117.2886663643,18411.7113336357
1066,152119.0,153680.80577108508,-1561.8057710850844
6065,404531.0,441014.39180885104,-36483.39180885104
2042,314563.0,345829.82097232284,-31266.820972322836
7785,364001.0,375814.1268904201,-11813.126890420099
2590,131195.0,154958.94642984206,-23763.946429842064
